,Długość,CapsLock_śr,CapsLock_Max,CapsLock_Sum,http,font,td,statements,www,nbsp,height,pills,width,size,ect,the,to,hou,enron,for,on,i,and,deal
1370,243,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0
1371,1969,1.0,1,1,0,0,0,0,0,0,0,0,0,0,10,17,7,5,4,0,1,2,7,0
1372,871,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,1,1,0
1373,2565,1.0,1,1,0,0,0,0,0,0,0,0,0,0,18,10,7,9,5,9,3,8,2,0
1374,1149,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,11,3,1,0,1,4,0,3,0
1375,2005,1.0,1,1,0,0,0,0,0,0,0,0,0,0,21,7,14,11,2,2,2,4,3,0
1376,1597,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,19,7,3,0,1,3,2,2,5
1377,513,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,3,1,0,0
1378,3285,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,11,14,0,0,3,2,0,12,0
1379,524,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,2,1,0,1,0
1380,388,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,0,1
1381,230,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
1382,337,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1
1383,2195,1.0,1,1,0,0,0,0,0,4,0,0,0,0,0,15,8,0,0,3,3,3,8,0
1384,638,1.0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0
1385,441,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
1386,137,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1387,1354,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,8,2,0,3,4
1388,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,1160,1.0,1,1,0,0,0,0,0,0,0,0,0,0,9,3,4,5,0,5,4,5,3,4
1390,138,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,197,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0
1392,243,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
1393,829,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,3,0,2,1,2,3,3,0
1394,2064,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,3,4,0,3,12
1395,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1396,231,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
1397,397,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0
1398,217,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1399,1962,1.0,1,1,0,0,0,0,0,0,0,0,0,0,11,14,6,5,2,2,3,2,5,3
1400,101,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1401,307,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,1,2,0
1402,425,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1403,768,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,2,0,0,0
1404,645,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1405,149,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
1406,320,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1407,543,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1408,224,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0
1409,888,1.0,1,1,0,0,0,0,0,0,0,0,0,0,11,8,3,6,0,0,1,1,3,1
1410,842,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,4,0,1,0,5,0
1411,2940,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,6,4,0,10,0
1412,570,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0
1413,528,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,0
1414,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1415,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1416,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1417,2280,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,4,1,11,14,0
1418,229,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1
1419,597,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,2,3,2,1,0
1420,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1421,100,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1422,347,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
1423,618,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,1,0
1424,140,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
1425,3721,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,10,4,0,0,2,0,2,3,0
1426,600,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,5,0,3
1427,143,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1428,515,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,1,0,1,3
1429,3417,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,4,0,27,2,3,0,30,0
1430,3382,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,29,0,3,6,4,4,7,0
1431,43,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,131,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
1433,358,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1434,301,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,2,0
1435,155,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
1436,537,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,1,0
1437,1610,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,19,7,3,0,1,3,2,2,5
1438,568,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0
1439,1520,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,12,10,0,2,3,1,0,3,0
1440,673,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0
1441,418,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1442,3541,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,19,10,1,9,9,5,4,8,8
1443,601,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,2,1,2
1444,2378,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,11,0,9,8,3,1,14,0
1445,208,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0
1446,1242,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,8,2,1,5,5,1,5,2,0
1447,451,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0
1448,991,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,1,3,2,0
1449,426,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
1450,197,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1451,424,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,1,2
1452,685,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,2,0,0
1453,288,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1,0,4
1454,230,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,1
1455,5148,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1456,632,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,3,3,0
1457,264,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1458,1301,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,2,0
1459,5630,1.0,1,1,0,0,0,15,0,0,0,0,0,0,0,28,23,0,0,1,5,0,26,0
1460,98,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1461,288,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,790,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,1,3,6,0
1463,9502,1.0,1,1,0,0,0,9,0,0,0,0,0,0,0,64,48,0,0,18,15,1,37,0
1464,265,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0
1465,835,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,6,5,2,0,2,3,4,1,0
1466,1359,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
1467,1375,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,2,5,0,5,2
1468,596,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,1,0,0,0
1469,3683,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,29,20,3,5,8,4,0,10,0
1470,375,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1471,129,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1472,2878,1.0,1,1,0,0,0,0,0,0,0,0,0,0,8,15,11,4,11,6,8,11,8,5
1473,420,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,1,0
1474,319,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,1,0
1475,541,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0
1476,601,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,3,0,0,0
1477,130,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1478,2173,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,6,1,0,16,0
1479,6410,1.0,1,1,0,0,0,0,0,0,0,0,0,0,49,31,32,26,4,35,5,16,30,14
1480,513,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
1481,214,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1482,413,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,2,0
1483,3940,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,30,11,3,11,8,5,15,10,1
1484,1193,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,2,6,7,0,0
1485,1029,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,7,0,1,0,0,0
1486,3238,1.0,1,1,0,0,0,0,0,0,0,0,0,0,93,8,3,47,12,4,3,0,8,3
1487,371,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1488,2184,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,10,0,0,9,3,1,5,9
1489,1307,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,3,3,18,2,4,3,0,0
1490,550,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,4,2,0
1491,1416,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,8,6,4,4,2,3,3,2,3
1492,869,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,0,5,2,2
1493,64,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1494,633,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0
1495,3105,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,1,1,2,0
1496,275,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
1497,133,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1498,1424,1.0,1,1,0,0,0,0,0,0,0,0,0,0,11,3,5,6,1,1,8,2,1,3
1499,765,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,3,1,8
1500,494,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1501,46,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1502,107,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1503,4206,1.0,1,1,0,0,0,0,0,0,0,0,0,0,13,37,16,7,24,6,11,5,10,0
1504,627,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,2,1,0,4,0
1505,839,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,1,1,0,1,0
1506,408,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0
1507,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1508,19,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,1146,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
1510,675,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
1511,1774,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,6,6,8,0,4,4,3,6,6
1512,776,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,3,0
1513,1220,1.0,1,1,0,0,0,0,0,0,0,0,0,0,10,5,2,5,0,1,2,0,4,3
1514,825,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,3,0
1515,149,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1516,374,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,4
1517,71,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,287,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,2,0,0
1519,291,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,1,1,0,0
1520,3315,1.0,1,1,0,0,0,0,0,0,0,0,0,0,18,15,12,12,12,2,5,3,6,4
1521,513,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,0,0
1522,276,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0
1523,382,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,1044,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4,0,1,2,0,0,1,0
1525,31,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,2207,1.0,1,1,0,0,0,0,0,0,0,0,0,0,21,7,13,10,6,0,1,1,4,0
1527,915,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,1,2,5,0
1528,3104,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,20,0,15,2,6,3,14,0
1529,98,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1530,1255,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,2,5,2,3,0
1531,1546,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,1,2,5,7,0
1532,538,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,2
1533,474,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0
1534,99,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1535,2987,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1536,3651,1.0,1,1,0,0,0,0,0,0,0,0,0,0,20,21,7,15,3,7,9,5,8,0
1537,193,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1538,1847,1.0,1,1,0,0,0,0,0,0,0,0,0,0,17,15,9,9,0,2,2,2,1,0
1539,383,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
1540,416,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,2,1,0
1541,2312,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1542,183,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0
1543,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1544,515,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,1,4,1
1545,986,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,0,0,0
1546,1808,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,3,2,0,3,0
1547,1022,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,3,4,4,3,0,3,1,2,0
1548,1294,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,6,3,2,2,7,0,0,0
1549,9161,1.0,1,1,0,0,0,15,0,0,0,0,0,0,0,62,39,0,0,5,7,2,45,0
1550,671,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,2,0,0
1551,186,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1
1552,1092,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,1,3,4,4,1,3,0
1553,1036,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,3,0,0,1,0
1554,3183,1.0,1,1,1,0,0,0,4,0,0,0,0,0,0,13,10,0,0,12,2,0,8,0
1555,38,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,803,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,4,3,8,0,2,0,0,0
1557,130,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
1558,639,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,2,1,0,0
1559,241,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1,0
1560,623,1.0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0
1561,153,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0
1562,103,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1563,257,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0
1564,89,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,308,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1566,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1567,143,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1568,260,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1569,149,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1570,1415,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,1,0
1571,7515,1.0,1,1,0,0,0,15,0,0,0,0,0,0,0,50,29,0,0,16,8,0,36,0
1572,375,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0
1573,320,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1574,2184,1.0,1,1,0,0,0,0,0,0,0,0,0,0,43,7,11,22,0,2,2,1,0,0
1575,1346,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,5,6,7,7,4,3,2,0,4
1576,426,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,2,0
1577,286,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,0
1578,211,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3
1579,521,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,0
1580,75,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1581,223,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1582,198,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,3
1583,3493,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,25,18,0,1,0,1,1,7,0
1584,176,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
1585,827,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,2,0,3,1,0
1586,1875,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,3,1,5,1,0
1587,477,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,3741,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,21,13,1,7,16,7,2,5,3
1589,2949,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,32,12,0,0,1,5,1,8,0
1590,239,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
1591,4752,1.0,1,1,0,0,0,0,0,0,0,0,0,0,45,25,19,24,8,6,10,5,13,4
1592,1284,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,7,6,1,1,4,2,4,2,0
1593,101,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1594,33,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,218,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
1596,226,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1597,1452,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,7,2,7,2,3,3,1,6,2
1598,1471,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,1,2,5,9,2
1599,372,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1600,3260,1.0,1,1,0,0,0,0,0,0,0,0,0,0,8,39,20,4,8,8,9,6,5,4
1601,372,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0
1602,544,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,1,1,0
1603,2914,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,12,0,2,11,2,2,3,3
1604,714,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,5,0,3,3,3
1605,1031,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0
1606,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1607,281,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
1608,241,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0
1609,453,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0
1610,1239,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,1,2,5,2,0
1611,73,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1612,6985,1.0,1,1,0,0,0,0,0,0,0,0,0,0,74,30,33,38,0,23,9,30,15,8
1613,262,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1614,131,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1615,1161,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,2,12,0,0
1616,2520,1.0,1,1,0,0,0,0,0,0,0,0,0,0,15,15,15,7,9,6,5,0,11,0
1617,539,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,1,0,0
1618,1660,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,1,8,3,6,2
1619,895,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,0,6,0
1620,244,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
1621,587,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,1,0,1,0
1622,568,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1623,544,1.0,1,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0
1624,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1625,286,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1626,1196,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,5,0
1627,149,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
1628,1137,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,6,4,0,4,2,1,1,8
1629,679,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
1630,164,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
